"",".sample_name","MouseID","Genotype","Sex","Injury","Treatment","Timepoint","Project","gasseri"
"1","Villapol_35d_234",234,"WT","M","CCI","PAN","35d","PAN",-0.793860763400374
"2","Villapol_35d_236",236,"WT","M","CCI","PAN","35d","PAN",0
"3","Villapol_35d_237",237,"WT","M","CCI","PAN","35d","PAN",-1.68356122399899
"4","Villapol_35d_238",238,"WT","M","CCI","PAN","35d","PAN",-1.07406141777438
"5","Villapol_35d_239",239,"WT","M","CCI","PAN","35d","PAN",0.132800354850053
"6","Villapol_35d_240",240,"WT","M","CCI","PAN","35d","PAN",-0.158932389266363
"7","Villapol_35d_241",241,"WT","M","CCI","PAN","35d","PAN",0.0812455996812345
"8","Villapol_35d_242",242,"WT","M","CCI","PAN","35d","PAN",-0.308192810218946
"9","Villapol_35d_243",243,"WT","M","CCI","PAN","35d","PAN",-0.793804217283499
